"_STATUS","Position","_PREV_Position","Vehicle Name","Vehicle Type","Availability","Engine Type","Transmission","Power","Color","Mileage","Registration Date","Monthly Rate","Vehicle Price","Down Payment","Loan Amount","Final Payment","Annual Interest Rate","CO2 Emissions","Details Link","Vehicle Image","_PREV_Vehicle Name","_PREV_Vehicle Type","_PREV_Availability","_PREV_Engine Type","_PREV_Transmission","_PREV_Power","_PREV_Color","_PREV_Mileage","_PREV_Registration Date","_PREV_Monthly Rate","_PREV_Vehicle Price","_PREV_Down Payment","_PREV_Loan Amount","_PREV_Final Payment","_PREV_Annual Interest Rate","_PREV_CO2 Emissions","_PREV_Details Link","_PREV_Vehicle Image"
"REMOVED",,30,,,,,,,,,,,,,,,,,,,"Hyundai Kona 1.0 T-Gdi 48V N-Line","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Blau / Blau","63.890 Km","07/2021","153 €","16.490 €","3.298 €","13.192 €","9.894 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67ebb407afc80d8d03225d3b","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/placebo/aa43d6dab2b7f7b421007a736f63019e_ori_small.jpg"
"ADDED",30,,"Hyundai i30 1.0 Turbo 48V Trend Klimaaut. 17 Alu TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Grau / Amazon Grey","28.954 Km","05/2023","167 €","17.990 €","3.598 €","14.392 €","10.794 €","6.49 %","115 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67efa57aa8cb0d5f575fc3d6","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/8eb65995ac54b186110cb827887323102e_ori_small.jpg",,,,,,,,,,,,,,,,,,
"REMOVED",,31,,,,,,,,,,,,,,,,,,,"Ford FOCUS Turnier 1,0 EcoBoost Cool & Connect","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","92 kW (125 Ps)","Schwarz / iridium-schwarz","32.100 Km","11/2018","139 €","14.990 €","2.998 €","11.992 €","8.994 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67c6d724dc767d17b031b42b","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/placebo/aa43d6dab2b7f7b421007a736f63019e_ori_small.jpg"
"ADDED",31,,"Hyundai i30 1.0 Turbo 48V Trend Klimaaut. 17 Alu TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Grau / Amazon Grey","20.882 Km","06/2023","167 €","17.990 €","3.598 €","14.392 €","10.794 €","6.49 %","115 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67efa536a8cb0d5f575fb801","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/8eb65995ac54b186110cb827887323102e_ori_small.jpg",,,,,,,,,,,,,,,,,,
"REMOVED",,32,,,,,,,,,,,,,,,,,,,"Hyundai KONA 1.6 GDI Hybrid Advantage+ 2WD Navi SHZ AHK","Gebrauchtfahrzeug","Sofort verfügbar","Hybrid (Benzin/Elektro)","Automatik","104 kW (141 Ps)","Blau / Blue Lagoon / MIC","45.458 Km","10/2020","186 €","19.990 €","3.998 €","15.992 €","11.994 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67e13d95ab5eff4750853330","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/placebo/aa43d6dab2b7f7b421007a736f63019e_ori_small.jpg"
"ADDED",32,,"Hyundai i30 1.0 Turbo 48V Trend Klimaaut. 17 Alu TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Grau / Dark Knight","21.726 Km","12/2022","167 €","17.990 €","3.598 €","14.392 €","10.794 €","6.49 %","115 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67efa4d0a8cb0d5f575fab3a","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/73210512f6bbcd781393b720a64afddd2_ori_small.jpg",,,,,,,,,,,,,,,,,,
"REMOVED",,33,,,,,,,,,,,,,,,,,,,"Hyundai i30 Kombi 1.5 Turbo DCT 48V Trend Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","118 kW (160 Ps)","Rot / Engine Red","14.115 Km","05/2024","223 €","23.990 €","4.798 €","19.192 €","14.394 €","6.49 %","142 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67c837a5f581d07b8610a59e","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/placebo/db2364a1077c6a20f84aaa3f25a731ad7_ori_small.jpg"
"ADDED",33,,"Hyundai IONIQ 5 Techniq 4WD Klimaut. Navi Voll-LED DAB","Gebrauchtfahrzeug",,"Elektro","Automatik","173 kW (235 Ps)","Grau / Cyber Grey","9.039 Km","08/2024","352 €","37.990 €","7.598 €","30.392 €","22.794 €","6.49 %","0 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ef923ba8cb0d5f5758ed71","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/1729a138b3120168780b676e66fd80410_ori_small.jpg",,,,,,,,,,,,,,,,,,
"REMOVED",,34,,,,,,,,,,,,,,,,,,,"Hyundai i10 NEUES Modell 1.2 Trend Klimaaut. Navi DAB","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","62 kW (84 Ps)","Schwarz / Phantom Black","12.649 Km","06/2024","167 €","17.990 €","3.598 €","14.392 €","10.794 €","6.49 %","132 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67c82482f581d07b86f01903","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/placebo/db2364a1077c6a20f84aaa3f25a731ad7_ori_small.jpg"
"ADDED",34,,"Hyundai IONIQ 5 Techniq 4WD Klimaut. Navi Voll-LED DAB","Gebrauchtfahrzeug",,"Elektro","Automatik","173 kW (235 Ps)","Grün / Digital Teal","3.734 Km","08/2024","352 €","37.990 €","7.598 €","30.392 €","22.794 €","6.49 %","0 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ef91daa8cb0d5f5757260b","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/08b59a98e9b78ced824e4105648ce6510f_ori_small.jpg",,,,,,,,,,,,,,,,,,
"REMOVED",,35,,,,,,,,,,,,,,,,,,,"Hyundai i30 Kombi 1.5 Turbo DCT 48V Trend Navi Apple","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","118 kW (160 Ps)","Blau / Teal Blue","8.992 Km","06/2024","218 €","23.490 €","4.698 €","18.792 €","14.094 €","6.49 %","142 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d2a8b3f14befe1c15ec1d1","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/placebo/db2364a1077c6a20f84aaa3f25a731ad7_ori_small.jpg"
"ADDED",35,,"Hyundai i30 Kombi 1.0 Turbo 48V Trend Navi DAB LED TOP","Gebrauchtfahrzeug",,"Benzin","Schaltgetriebe","88 kW (120 Ps)","Silber / Shimmering Silver","11.336 Km","06/2024","209 €","22.490 €","4.498 €","17.992 €","13.494 €","6.49 %","122 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ef87b0a8cb0d5f57538b33","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/615242645edc717cd3947325a98cd913_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",36,,"Hyundai Tucson Plug-in-Hybrid 4WD Trend Navi LED TOP","Gebrauchtfahrzeug","Sofort verfügbar","Hybrid (Benzin/Elektro)","Automatik","195 kW (265 Ps)","Weiß / Atlas White","6.890 Km","06/2024","315 €","33.990 €","6.798 €","27.192 €","20.394 €","6.49 %","CO₂-Klasse: B;","https://darmas.de/fahrzeugmarkt/details/67ef7fcba8cb0d5f57517643","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/74ae291356383f04d34ed3f8ee8ee320_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",37,,"Hyundai Tucson Plug-in-Hybrid 4WD Trend Navi LED TOP","Gebrauchtfahrzeug",,"Hybrid (Benzin/Elektro)","Automatik","195 kW (265 Ps)","Weiß / Serenity White","13.277 Km","04/2024","306 €","32.990 €","6.598 €","26.392 €","19.794 €","6.49 %","CO₂-Klasse: B;","https://darmas.de/fahrzeugmarkt/details/67ef7e14a8cb0d5f57516485","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/74ae291356383f04d34ed3f8ee8ee320_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",38,,"Hyundai i20 1.0 Turbo Trend Mod. 24 Klima Navi TOP","Gebrauchtfahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Schwarz / Phantom Black","9.476 Km","06/2024","186 €","19.990 €","3.998 €","15.992 €","11.994 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ef7b54a8cb0d5f575152d1","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/4dd5e7552103e305a1686919a6a60e890_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",39,,"Hyundai i20 1.0 Turbo 48V Prime Klimaaut. Navi Bose TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Grün / Mangrove Green","7.991 Km","06/2024","199 €","21.490 €","4.298 €","17.192 €","12.894 €","6.49 %","120 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ef78c8a8cb0d5f575134fa","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/7ad5eebd410676837a45671097856d8c25_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",40,,"Hyundai i20 1.0 Turbo 48V Prime Klimaaut. Navi Bose TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Grün / Mangrove Green","5.615 Km","06/2024","204 €","21.990 €","4.398 €","17.592 €","13.194 €","6.49 %","120 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ef77e2a8cb0d5f57512483","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/7ad5eebd410676837a45671097856d8c25_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",41,,"Hyundai i20 1.0 Turbo 48V Prime Klimaaut. Navi Bose TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Grün / Mangrove Green","11.977 Km","06/2024","199 €","21.490 €","4.298 €","17.192 €","12.894 €","6.49 %","120 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ef7750a8cb0d5f5751188e","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/7ad5eebd410676837a45671097856d8c25_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",42,,"Hyundai i20 1.0 Turbo 48V Prime Klimaaut. Navi Bose TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Grün / Mangrove Green","11.506 Km","06/2024","204 €","21.990 €","4.398 €","17.592 €","13.194 €","6.49 %","120 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ef7705a8cb0d5f57510d53","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/7ad5eebd410676837a45671097856d8c25_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",43,,"Hyundai i20 1.0 Turbo 48V Prime Navi Apple PDC TOP","Gebrauchtfahrzeug",,"Benzin","Schaltgetriebe","88 kW (120 Ps)","Schwarz / Phantom Black","11.657 Km","06/2024","204 €","21.990 €","4.398 €","17.592 €","13.194 €","6.49 %","120 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ef7662a8cb0d5f5750fee3","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/b30b3efd604bfb33bd6097affb3e60b2_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",44,,"Hyundai i20 1.0 Turbo 48V Prime Klimaaut. Navi Bose TOP","Gebrauchtfahrzeug",,"Benzin","Schaltgetriebe","88 kW (120 Ps)","Weiß / Atlas White","13.423 Km","07/2024","204 €","21.990 €","4.398 €","17.592 €","13.194 €","6.49 %","120 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ef716ca8cb0d5f5750e330","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/104d15ad61abb1884fe9627fc2a13eaf3_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",45,,"Hyundai BAYON 1.0 Turbo 48V Trend Klima Navi Bose Apple","Gebrauchtfahrzeug",,"Benzin","Schaltgetriebe","88 kW (120 Ps)","Weiß / Atlas White","18.660 Km","06/2024","195 €","20.990 €","4.198 €","16.792 €","12.594 €","6.49 %","120 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ef7042a8cb0d5f57508a5b","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/70e4a1af3b232ac9b32c31383765cc34_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",46,,"Hyundai Kona ELEKTRO Trend 100KW Allwetter Rückkam Navi","Gebrauchtfahrzeug","Sofort verfügbar","Elektro","Automatik","100 kW (136 Ps)","Rot / Rot","21.998 Km","03/2022","186 €","19.990 €","3.998 €","15.992 €","11.994 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67eea3710074916bdaa51275","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/6054cdb070fd04975853139869c7d7da_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",47,,"Volvo V60 Kombi AWD Plug-in Inscription Expression","Gebrauchtfahrzeug","Sofort verfügbar","Hybrid (Benzin/Elektro)","Automatik","186 kW (253 Ps)","Schwarz /","57.227 Km","09/2021","260 €","27.990 €","5.598 €","22.392 €","16.794 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67ee8debb892ec8a1ced7a5b","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/6375e33e242ca1c035b473a82fa9225c_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",48,,"Mercedes-Benz GLA 250 4Matic 8G-DCT AMG Line Vollleder LED","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","165 kW (224 Ps)","Silber / iridium silver","26.700 Km","07/2020","324 €","34.990 €","6.998 €","27.992 €","20.994 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67ee68e4b892ec8a1cc51c4c","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/7108bffe84f6a102ec24e3d105a6d80cc95_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",49,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Klimaaut. Navi LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Rot / Dragon Red",,,"220 €","21.890 €","4.378 €","17.512 €","12.485 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee7f88b892ec8a1ce54846","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/3ca5edeea810af56e2489b449a8fe928d_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",50,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Klimaaut. Navi LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Rot / Dragon Red",,,"220 €","21.890 €","4.378 €","17.512 €","12.485 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee7f49b892ec8a1ce46f20","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/3ca5edeea810af56e2489b449a8fe928d_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",51,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Klimaaut. Navi LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Rot / Dragon Red",,,"220 €","21.890 €","4.378 €","17.512 €","12.485 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee7c5cb892ec8a1cde3949","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/3ca5edeea810af56e2489b449a8fe928d_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",52,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Navi Kamera LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Gelb / Lucid Lime Metallic",,,"212 €","21.190 €","4.238 €","16.952 €","12.110 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee7a00b892ec8a1cd84bb0","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/6e85b34275687bc69d361910ac6fd2abc_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",53,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Navi Kamera LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Weiß / Atlas White",,,"209 €","20.890 €","4.178 €","16.712 €","11.950 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee7943b892ec8a1cd4e025","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/ed9516310ce1b884cf9f548e9e1473894_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",54,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Navi Kamera LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Weiß / Atlas White",,,"209 €","20.890 €","4.178 €","16.712 €","11.950 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee78f3b892ec8a1cd3fb91","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/ed9516310ce1b884cf9f548e9e1473894_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",55,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Navi Kamera LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Weiß / Atlas White",,,"209 €","20.890 €","4.178 €","16.712 €","11.950 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee78c1b892ec8a1cd32568","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/ed9516310ce1b884cf9f548e9e1473894_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",56,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Navi Kamera LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Blau / Vibrant Blue",,,"212 €","21.190 €","4.238 €","16.952 €","12.110 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee7895b892ec8a1cd24f77","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/591e0a1d7f9102587212b04ca9613a4ea_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",57,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Navi Kamera LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Blau / Vibrant Blue",,,"212 €","21.190 €","4.238 €","16.952 €","12.110 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee7807b892ec8a1cd1784f","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/591e0a1d7f9102587212b04ca9613a4ea_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",58,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Navi Kamera LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Grau / Lumen Grey Pearl",,,"212 €","21.190 €","4.238 €","16.952 €","12.110 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee73dbb892ec8a1cca4f96","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/f29e127e4446337010810fb1a49e1601010a_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",59,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Navi Kamera LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Grau / Lumen Grey Pearl",,,"212 €","21.190 €","4.238 €","16.952 €","12.110 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee73a6b892ec8a1cc97aa9","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/f29e127e4446337010810fb1a49e1601010a_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",60,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Navi Kamera LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Grau / Lumen Grey Pearl",,,"212 €","21.190 €","4.238 €","16.952 €","12.110 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee736cb892ec8a1cc8a5da","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/f29e127e4446337010810fb1a49e1601010a_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",61,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Klimaaut. Navi LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Grau / Aurora Grey",,,"220 €","21.890 €","4.378 €","17.512 €","12.485 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee72e1b892ec8a1cc7cfd7","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/c3a1f63a8ee7c0108fe68e3ead37c10b37_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",62,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Klimaaut. Navi LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Grau / Aurora Grey",,,"220 €","21.890 €","4.378 €","17.512 €","12.485 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee729eb892ec8a1cc6fb9d","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/c3a1f63a8ee7c0108fe68e3ead37c10b37_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",63,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Klimaaut. Navi LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Grau / Aurora Grey",,,"220 €","21.890 €","4.378 €","17.512 €","12.485 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee724eb892ec8a1cc628a7","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/c3a1f63a8ee7c0108fe68e3ead37c10b37_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",64,,"Hyundai i10 1.0 Select mit Funktions-P. Sitzhzg. PDC hi","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","49 kW (67 Ps)","Grau / Star Dust","27.591 Km","09/2021","111 €","11.990 €","2.398 €","9.592 €","7.194 €","6.49 %","104 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee5a49b4ff664b06c66be4","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/8274754fc1c7e2a5d79e3f2102c02892a_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",65,,"Hyundai i20 1.0 Turbo Trend Mod. 25 Klimaaut. Navi LED","Neufahrzeug",,"Benzin","Schaltgetriebe","74 kW (101 Ps)","Gelb / Lucid Lime Metallic",,,"220 €","21.890 €","4.378 €","17.512 €","12.485 €","6.49 %","119 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ee5249b4ff664b06c234da","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/6f71e94d8888163b6d8bc41101f5310871_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",66,,"Hyundai TUCSON FL (MY25) 1.6 Turbo 48V DCT TREND 2WD","Neufahrzeug",,"Benzin","Automatik","118 kW (160 Ps)","Weiß / Atlas White",,,"302 €","33.990 €","6.798 €","27.192 €","20.930 €","6.49 %","143 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ed3c2dc06603672ecf635f","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/b13527f95e4db6eea4c4ce3d5aeca82e_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",67,,"Hyundai TUCSON FL (MY25) 1.6 Turbo 48V DCT TREND 2WD","Neufahrzeug",,"Benzin","Automatik","118 kW (160 Ps)","Weiß / Atlas White",,,"307 €","34.490 €","6.898 €","27.592 €","21.205 €","6.49 %","143 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67ed3bd1c06603672ece765d","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/2ee1f6afa57a39bf238c0e36dce62d44_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",68,,"Volkswagen Golf Variant 1.5 Life eTSI DSG Navi LED TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","110 kW (150 Ps)","Schwarz / Deep Black Perleffekt","54.713 Km","03/2022","209 €","22.490 €","4.498 €","17.992 €","13.494 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/66eac3ae0c327bc5d30594c6","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/4eae638c260ef92363ad15db76ee16d9_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",69,,"Opel Opel Corsa 1.2 A/T Elegance 1. Hand Top Zustand","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","74 kW (101 Ps)","Schwarz / Diamat Schwarz","63.212 Km","01/2023","156 €","16.790 €","3.358 €","13.432 €","10.074 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67ed074bc06603672ebab7aa","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/8101035d9e9908cabd708b210951a3b43db_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",70,,"Fiat 500e Action Klima DAB CarPlay","Gebrauchtfahrzeug","Sofort verfügbar","Elektro","Automatik","70 kW (95 Ps)","Grün / ocean grün met.","32.876 Km","02/2023","121 €","12.990 €","2.598 €","10.392 €","7.794 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67ebc78bafc80d8d033c8888","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/c7d724d508f71f7110aa581d7b1010a97c7_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",71,,"Hyundai I30 N Performance Sitzpaket Fastback","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","202 kW (275 Ps)","Weiß / Atlasweiß","40.000 Km","06/2020","227 €","24.500 €","4.900 €","19.600 €","14.700 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67e5591e7a23a5fb4e0f9ef3","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/7044ef11c35101b3056db64bf2e4aa55_ori_small.jpg",,,,,,,,,,,,,,,,,,
