"_STATUS","Position","_PREV_Position","Vehicle Name","Vehicle Type","Availability","Engine Type","Transmission","Power","Color","Mileage","Registration Date","Monthly Rate","Vehicle Price","Down Payment","Loan Amount","Final Payment","Annual Interest Rate","CO2 Emissions","Details Link","Vehicle Image","_PREV_Vehicle Name","_PREV_Vehicle Type","_PREV_Availability","_PREV_Engine Type","_PREV_Transmission","_PREV_Power","_PREV_Color","_PREV_Mileage","_PREV_Registration Date","_PREV_Monthly Rate","_PREV_Vehicle Price","_PREV_Down Payment","_PREV_Loan Amount","_PREV_Final Payment","_PREV_Annual Interest Rate","_PREV_CO2 Emissions","_PREV_Details Link","_PREV_Vehicle Image"
"ADDED",72,,"Hyundai i30 1.0 Turbo Autom. Trend Klimaaut. Navi 1.Hd","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","88 kW (120 Ps)","Schwarz / Black","27.524 Km","03/2024","165 €","17.790 €","3.558 €","14.232 €","10.674 €","6.49 %","115 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67e550fb7a23a5fb4e0ab9ca","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/8eb65995ac54b186110cb827887323102e_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",73,,"Hyundai i20 1.0 T-GDi 48V (120PS) 7-DCT Prime AHK BOSE","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","88 kW (120 Ps)","Weiß / Atlas White","4.119 Km","05/2024","213 €","22.990 €","4.598 €","18.392 €","13.794 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67e683647a23a5fb4e1bd3d3","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/1091833ee7a207000a9a64cd41071f8874_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",74,,"Hyundai IONIQ 5 Techniq 4WD Klimaut. Navi Voll-LED DAB","Gebrauchtfahrzeug",,"Elektro","Automatik","239 kW (325 Ps)","Grün / Digital Teal","4.798 Km","08/2024","398 €","42.990 €","8.598 €","34.392 €","25.794 €","6.49 %","0 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67e547437a23a5fb4e050cf0","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/08b59a98e9b78ced824e4105648ce6510f_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",75,,"Hyundai Kona Style Elektro","Gebrauchtfahrzeug","Sofort verfügbar","Elektro","Automatik","28 kW (38 Ps)","Blau /","17.335 Km","10/2020","183 €","19.690 €","3.938 €","15.752 €","11.814 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67e525a17a23a5fb4efdb56b","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/4213039a260db7360d1d5e6d8483ab3e_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",76,,"Hyundai i30 1.0 Turbo 48V Trend Klimaaut. 17 Alu TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Grau / Amazon Grey","15.225 Km","04/2023","167 €","17.990 €","3.598 €","14.392 €","10.794 €","6.49 %","115 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67e521817a23a5fb4efda15f","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/8eb65995ac54b186110cb827887323102e_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",77,,"Toyota Yaris Komfort 1.0 Allwetter Klima Rückkam.","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","53 kW (72 Ps)","Weiß / Weiß","27.464 Km","08/2020","119 €","12.790 €","2.558 €","10.232 €","7.674 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67e42dae7a23a5fb4eef1a82","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/e104262e42011d556d6b196c7c492ec23_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",78,,"Suzuki S-Cross Hybrid 4WD AHK SHZ 360°Kam. 8Fach Pano","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","75 kW (102 Ps)","Blau /","3.312 Km","06/2024","223 €","23.990 €","4.798 €","19.192 €","14.394 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67e429137a23a5fb4eee798a","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/77b8c4b22480a99fb9ffddec5e4fc5e9_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",79,,"Hyundai i30 Kombi 1.0 Turbo Edition 30+ Klimaaut. Navi","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Grau / Dark Knight","28.089 Km","03/2021","167 €","17.990 €","3.598 €","14.392 €","10.794 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67e3cf1854f9c90289d19bf6","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/1f210a88304ddb25c5244d2e18e146d108_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",80,,"BMW 216i Gran Tourer ""Advantage"" HuD LED Navi RFK","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","80 kW (109 Ps)","Weiß / Alpinweiss","73.256 Km","10/2020","167 €","17.990 €","3.598 €","14.392 €","10.794 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67e14d1a43ac6fa988e6b2c0","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/1bbc9dd11e83e18eb4178e92ab5c10f7d_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",81,,"Hyundai SANTA FE Plug-in-Hybrid NEUES Modell Signature","Neufahrzeug","Sofort verfügbar","Hybrid (Benzin/Elektro)","Automatik","186 kW (253 Ps)","Weiß / Creamy White",,,"428 €","51.990 €","10.398 €","41.592 €","33.320 €","6.49 %","CO₂-Klasse: B;","https://darmas.de/fahrzeugmarkt/details/67e1435943ac6fa988e12060","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/2b963cc62904f31b12d57e68b856a8ed_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",82,,"Hyundai IONIQ 5 N 4WD 84kWh 609 PS Head-Up 360°Kamera","Neufahrzeug","Sofort verfügbar","Elektro","Automatik","448 kW (609 Ps)","Weiß / Atlas White (matt)",,,"555 €","61.990 €","12.398 €","49.592 €","37.945 €","6.49 %","0 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67e140c843ac6fa988e0304c","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/d2cebdd80898e3aa4287994110dddc779_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",83,,"Audi A1 1.0 25 TSFI Sportback NAV SHZ ALU LED PDC","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","70 kW (95 Ps)","Grau / Manhattan Grau","27.000 Km","11/2022","195 €","20.990 €","4.198 €","16.792 €","12.594 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67dd563391211fb9153435d5","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/cdee5f1094b64c10546f10aa9084ca2d23_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",84,,"Hyundai i30 Kombi 1.5 Turbo DCT 48V N Line Navi PanoD","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","118 kW (160 Ps)","Rot / Engine Red","19.222 Km","06/2024","250 €","26.990 €","5.398 €","21.592 €","16.194 €","6.49 %","140 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67dd46a191211fb915335407","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/e8b969f382a5574437101659647ad5817_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",85,,"Hyundai i30 Kombi 1.5 Turbo DCT 48V N Line Navi LED TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","118 kW (160 Ps)","Grau / Dark Knight","15.305 Km","06/2024","250 €","26.990 €","5.398 €","21.592 €","16.194 €","6.49 %","140 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67dd460491211fb915333e04","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/3bdf825721f1010893cf59b3325a0cce43_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",86,,"Hyundai i30 Kombi 1.0 Turbo Connect & Go Navi LED TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Schwarz / Abyss Black","12.610 Km","01/2024","213 €","22.990 €","4.598 €","18.392 €","13.794 €","6.49 %","123 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67dd458791211fb91533351f","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/02103b92fad1068f41adb94861158a5d82_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",87,,"Hyundai i30cw 1.5 Turbo 48V 7-DCT Trend Klimaaut. Navi","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","118 kW (160 Ps)","Weiß / Atlas White","8.345 Km","05/2024","204 €","21.990 €","4.398 €","17.592 €","13.194 €","6.49 %","124 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67dd429491211fb91531571c","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/3c993210a510bcc121010d2c2b5d37f410a3c_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",88,,"Hyundai Kona Hybrid Style SHZ LHZ Navi Kamera uvm.","Gebrauchtfahrzeug","Sofort verfügbar","Hybrid (Benzin/Elektro)","Automatik","104 kW (141 Ps)","Rot / Pulse Red","34.705 Km","10/2019","172 €","18.490 €","3.698 €","14.792 €","11.094 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67dd424791211fb915306b61","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/c4f7bbe7f063a7d3603172d8a6cf6a96_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",89,,"Hyundai i30 1.5 Turbo 48V Trend Klimaaut. Navi LED TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","118 kW (160 Ps)","Weiß / Atlas White","4.906 Km","11/2023","213 €","22.990 €","4.598 €","18.392 €","13.794 €","6.49 %","148 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67dd41cd91211fb9152f8793","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/d310b2974111f0c2bed1e08aa11bae70b_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",90,,"Hyundai i10 1.0 Edition 30 Klima LED LHZ SHZ 1. Hd. TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","49 kW (67 Ps)","Grün / Mangrove Green","27.217 Km","09/2022","139 €","14.990 €","2.998 €","11.992 €","8.994 €","6.49 %","109 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67dd39f291211fb9152d7ab5","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/8dfd989e101733110d4d61048e0301cad06_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",91,,"Hyundai i10 1.2 Prime Klimaaut. Navi Apple Smart-Key","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","62 kW (84 Ps)","Weiß / Atlas White","12.265 Km","06/2024","176 €","18.990 €","3.798 €","15.192 €","11.394 €","6.49 %","123 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67dd01df91211fb91521c436","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/01b810f1ed7bb71103d3c6aef65bc14c60_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",92,,"Ford Kuga 1.5 EcoBoost 2x4 ""Black & Silver"" Navi AHK","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","110 kW (150 Ps)","Silber / Moondust Silver Metallic","90.590 Km","12/2019","149 €","15.990 €","3.198 €","12.792 €","9.594 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67dc1f1f91211fb9151b2ee1","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/8154ad7e6c11f46a9fe4b1ae9f8e8cff_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",93,,"Mercedes-Benz EQA 250 Progressive SHZ LED Ambiente el. Heck","Gebrauchtfahrzeug","Sofort verfügbar","Elektro","Automatik","140 kW (190 Ps)","Schwarz / Schwarz","43.555 Km","07/2021","241 €","25.990 €","5.198 €","20.792 €","15.594 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67dbf6b891211fb91516b332","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/6d8e9aeb15eede515cfc2ce5107af6190_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",94,,"Hyundai Kona Hybrid Premium + AHK","Gebrauchtfahrzeug","Sofort verfügbar","Hybrid (Benzin/Elektro)","Automatik","104 kW (141 Ps)","Gelb / Acid Yellow","45.100 Km","09/2020","182 €","19.610 €","3.922 €","15.688 €","11.766 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67d463b837d0877fa9504072","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/58c731105c7f642aaf4596d29c1027ed3_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",95,,"Opel ASTRA Sports Tourer 1,5 CDTI Elegance Navi DAB","Gebrauchtfahrzeug","Sofort verfügbar","Diesel","Schaltgetriebe","90 kW (122 Ps)","Schwarz / Onyx schwarz","86.100 Km","12/2021","128 €","13.790 €","2.758 €","11.032 €","8.274 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67da8a325f4274591bc82791","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/283b897f2e67efe7f82b10b7105b9184d3_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",96,,"Hyundai TUCSON Plug-in-Hybrid Prime 4WD Vollausst. TOP","Gebrauchtfahrzeug","Sofort verfügbar","Hybrid (Benzin/Elektro)","Automatik","195 kW (265 Ps)","Grau / Dark Knight","31.691 Km","03/2022","315 €","33.990 €","6.798 €","27.192 €","20.394 €","6.49 %","CO₂-Klasse: B;","https://darmas.de/fahrzeugmarkt/details/67d926d3a97bf6d8f57eea9b","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/1e3c435d823f0613a47e3a2ae2c6667c_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",97,,"Hyundai TUCSON Plug-in-Hybrid 4WD Klimaaut. Apple DAB","Gebrauchtfahrzeug","Sofort verfügbar","Hybrid (Benzin/Elektro)","Automatik","195 kW (265 Ps)","Grau / Amazon Grey","30.309 Km","12/2022","250 €","26.990 €","5.398 €","21.592 €","16.194 €","6.49 %","CO₂-Klasse: B;","https://darmas.de/fahrzeugmarkt/details/67d849cc37d0877fa97216ad","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/37665eabb7957c25b771ed1abf18ff41_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",98,,"Hyundai TUCSON Plug-in-Hybrid FL MY25 Trend 2WD","Neufahrzeug","Sofort verfügbar","Hybrid (Benzin/Elektro)","Automatik","185 kW (252 Ps)","Grau / Ecotronic Grey",,,"280 €","36.990 €","7.398 €","29.592 €","24.700 €","6.49 %","CO₂-Klasse: B;","https://darmas.de/fahrzeugmarkt/details/67d7bf0837d0877fa9659770","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/65877c4c38994f29f2fb531aa582d555_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",99,,"Hyundai i10 1.2 Prime Klimaaut. Navi Apple Smart-Key","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","62 kW (84 Ps)","Weiß / Atlas White","11.641 Km","06/2024","176 €","18.990 €","3.798 €","15.192 €","11.394 €","6.49 %","123 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d45e2337d0877fa95017e6","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/01b810f1ed7bb71103d3c6aef65bc14c60_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",100,,"Hyundai i10 1.2 Prime Klimaaut. Navi Apple Smart-Key","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","62 kW (84 Ps)","Weiß / Atlas White","12.023 Km","06/2024","176 €","18.990 €","3.798 €","15.192 €","11.394 €","6.49 %","123 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d45df637d0877fa9500f35","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/01b810f1ed7bb71103d3c6aef65bc14c60_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",101,,"Hyundai IONIQ 6 Uniq 4WD Klimaaut. Navi Leder TOP","Gebrauchtfahrzeug","Sofort verfügbar","Elektro","Automatik","239 kW (325 Ps)","Gold / Gravity Gold Matt","19.909 Km","08/2023","343 €","36.990 €","7.398 €","29.592 €","22.194 €","6.49 %","0 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d42d97f14befe1c1a4c3e1","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/6e06f8dbcf513cf48fa7c1a3276e1216_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",102,,"Hyundai TECHNIQ-Paket 58 kWh Leder PanoD Navi Bose TOP","Gebrauchtfahrzeug","Sofort verfügbar","Elektro","Automatik","160 kW (218 Ps)","Schwarz / Abyss Black","7.516 Km","01/2024","338 €","36.490 €","7.298 €","29.192 €","21.894 €","6.49 %","0 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d4262df14befe1c19ee1eb","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/098cd37203311c82522bcace106697fde_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",103,,"Hyundai TUCSON Plug-in-Hybrid Prime 4WD PanoD Leder ECS","Gebrauchtfahrzeug","Sofort verfügbar","Hybrid (Benzin/Elektro)","Automatik","195 kW (265 Ps)","Grau / Dark Knight","5.848 Km","04/2024","343 €","36.990 €","7.398 €","29.592 €","22.194 €","6.49 %","CO₂-Klasse: B;","https://darmas.de/fahrzeugmarkt/details/67d41d44f14befe1c19c4068","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/1e3c435d823f0613a47e3a2ae2c6667c_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",104,,"Hyundai TUCSON Plug-in-Hybrid Trend 4WD Navi PanoD TOP","Gebrauchtfahrzeug","Sofort verfügbar","Hybrid (Benzin/Elektro)","Automatik","195 kW (265 Ps)","Grau / Dark Knight","5.832 Km","04/2024","315 €","33.990 €","6.798 €","27.192 €","20.394 €","6.49 %","CO₂-Klasse: B;","https://darmas.de/fahrzeugmarkt/details/67d41c63f14befe1c19ad16f","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/b698a1e7cf7ec8f455dbf68510b877d18_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",105,,"Hyundai Tucson Plug-in-Hybrid 4WD Trend Navi LED TOP","Gebrauchtfahrzeug","Sofort verfügbar","Hybrid (Benzin/Elektro)","Automatik","195 kW (265 Ps)","Weiß / Atlas White","6.237 Km","06/2024","306 €","32.990 €","6.598 €","26.392 €","19.794 €","6.49 %","CO₂-Klasse: B;","https://darmas.de/fahrzeugmarkt/details/67d419a2f14befe1c19944f1","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/74ae291356383f04d34ed3f8ee8ee320_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",106,,"Hyundai Tucson 1.6 Turbo 48V DCT Trend 4WD PanoD Navi","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","132 kW (180 Ps)","Schwarz / Phantom Black","21.953 Km","02/2021","255 €","27.490 €","5.498 €","21.992 €","16.494 €","6.49 %","137 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d3f6a1f14befe1c19031dc","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/14166/0a02e225efd7db891596d783658da631_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",107,,"Hyundai i10 1.0 Select Klima ZV Lichtsensor nur 10 tkm","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","49 kW (67 Ps)","Blau / Intense Blue","10.505 Km","02/2021","102 €","10.990 €","2.198 €","8.792 €","6.594 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67d3f3cbf14befe1c18eb495","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/5fa17b0d1a62f44c6dcb5818/1f1f210dbd53f1054b8f4e61096e5f5a7e3_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",108,,"Hyundai TUCSON 1.6 CRDi 48V DCT Prime 2WD Leder Navi","Gebrauchtfahrzeug","Sofort verfügbar","Diesel","Automatik","100 kW (136 Ps)","Weiß / Polar White","29.436 Km","08/2022","297 €","31.990 €","6.398 €","25.592 €","19.194 €","6.49 %","139 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d3f0d1f14befe1c18d4b6b","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/0dd237489d4a09c683e319b870153dfc_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",109,,"Jeep Compass E-Hybrid Sport 1.5L 1.Hd Top","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","96 kW (131 Ps)","Grau / Graphite Grey Uni","28.922 Km","04/2024","267 €","28.790 €","5.758 €","23.032 €","17.274 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67d3e3fbf14befe1c18343ae","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/86a7bc9a562a98e6aaf646cf2926c3b3_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",110,,"Kia Optima sw Plug-in-Hybrid Spirit Navi LED TOP","Gebrauchtfahrzeug","Sofort verfügbar","Hybrid (Benzin/Elektro)","Automatik","113 kW (154 Ps)","Grau / Graphite Metallic","20.465 Km","08/2021","223 €","23.990 €","4.798 €","19.192 €","14.394 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67d3da80f14befe1c1809834","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/f5655c7b94741eba28d14b6c502fc3ac_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",111,,"Hyundai TUCSON 1.6 Turbo 48V Select Klimaaut. Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","110 kW (150 Ps)","Schwarz / Phantom Black","51.070 Km","06/2021","223 €","23.990 €","4.798 €","19.192 €","14.394 €","6.49 %","136 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d30f0df14befe1c1757911","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/48d19fc03cb43862d4f6eb5101aff79c1_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",112,,"Hyundai TUCSON Plug-in-Hybrid 4WD Navi Apple PDC TOP","Gebrauchtfahrzeug","Sofort verfügbar","Hybrid (Benzin/Elektro)","Automatik","195 kW (265 Ps)","Blau / Teal Blue","20.392 Km","10/2021","241 €","25.990 €","5.198 €","20.792 €","15.594 €","6.49 %","CO₂-Klasse: B;","https://darmas.de/fahrzeugmarkt/details/67d30dd5f14befe1c1741179","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/b92fdfcef7a85c26e79254ecd2496953_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",113,,"Hyundai TUCSON Plug-in-Hybrid Prime 4WD Leder Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Hybrid (Benzin/Elektro)","Automatik","195 kW (265 Ps)","Grau / Amazon Grey","21.543 Km","09/2021","269 €","28.990 €","5.798 €","23.192 €","17.394 €","6.49 %","CO₂-Klasse: B;","https://darmas.de/fahrzeugmarkt/details/67d309d3f14befe1c1714984","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/19877c5264cbd10ce51eecf468bc0ccbf_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",114,,"Hyundai i30 1.5 Turbo 48V DCT N Line Navi PanoD LED TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","118 kW (160 Ps)","Weiß / Atlas White","13.160 Km","06/2024","232 €","24.990 €","4.998 €","19.992 €","14.994 €","6.49 %","142 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d2e6d1f14befe1c16bb479","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/4153372ca1fdc9f777d1910d16f8f103cf_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",115,,"Hyundai i30 Kombi 1.5 Turbo DCT 48V Trend Navi Apple","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","118 kW (160 Ps)","Rot / Engine Red","15.252 Km","06/2024","213 €","22.990 €","4.598 €","18.392 €","13.794 €","6.49 %","142 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d2c142f14befe1c15fda50","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/6826b00e0e6a6810e5dd26045cdd8ecfd_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",116,,"Hyundai i30 1.0 Turbo Connect & Go Navi LED Apple TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Weiß / Serenity White","16.907 Km","05/2024","190 €","20.490 €","4.098 €","16.392 €","12.294 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d29187f14befe1c15ad0cd","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/162fe3cbd891610adfb737f76b220b6dc_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",117,,"Audi Audi Q3 1.4 TFSI S TRONIC Nav Keyless Xenon Ahk","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","110 kW (150 Ps)","Schwarz / Black","67.422 Km","10/2014","147 €","15.790 €","3.158 €","12.632 €","9.474 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67d2901ef14befe1c15abc68","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/4cb94df8f4d5f5cc83941020d49862661_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",118,,"Hyundai i20 1.0 Turbo Trend Mod. 24 Klimaaut. Navi Bose","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","74 kW (101 Ps)","Weiß / Atlas White","18.319 Km","06/2024","199 €","21.490 €","4.298 €","17.192 €","12.894 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d28e64f14befe1c15a6ea5","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/caae933090d3f3109dc0371cf8e6a451d_ori_small.jpg",,,,,,,,,,,,,,,,,,
